Id,Label,Type,genre,year,language,topic_id,label_thema,nb_auteurs
"García de Olalla Rizo,Patricia_2025-11-19T21:29:57","García de Olalla Rizo, Patricia",author,female,,,,,
"Vall Mayans,Martí_2025-11-19T21:29:57","Vall Mayans, Martí",author,male,,,,,
"Miret Mases,Montserrat_2025-11-19T21:29:57","Miret Mases, Montserrat",author,female,,,,,
"Clos Guix,Roser_2025-11-19T21:29:57","Clos Guix, Roser",author,unknown,,,,,
"Casabona Barbarà,Jordi_2025-11-19T21:29:57","Casabona Barbarà, Jordi",author,male,,,,,
"Caylà Buqueras,Joan A._2025-11-19T21:29:57","Caylà Buqueras, Joan A.",author,unknown,,,,,
"Kaye, Alan S._2025-11-19T21:24:11","Kaye, Alan S.",author,male,,,,,
"Rosen, Haiim B._2025-11-19T21:30:52","Rosen, Haiim B.",author,male,,,,,
"Balty-Guesdon, Marie-Genevieve_2025-11-19T21:30:57","Balty-Guesdon, Marie-Genevieve",author,female,,,,,
"Murray, Alexander Callander_2025-11-19T21:17:20","Murray, Alexander Callander",author,male,,,,,
"Chance, Frank L._2025-11-19T21:31:17","Chance, Frank L.",author,male,,,,,
"McCallum, Donald F._2025-11-19T21:31:17","McCallum, Donald F.",author,male,,,,,
P.p. Touroun_2025-11-19T21:31:32,P.p. Touroun,author,unknown,,,,,
V.a. Kolossov_2025-11-19T21:31:32,V.a. Kolossov,author,unknown,,,,,
T.a. Galkina_2025-11-19T21:31:32,T.a. Galkina,author,unknown,,,,,
V.s. Belozerov_2025-11-19T21:31:32,V.s. Belozerov,author,unknown,,,,,
Mohamed Ould Khattar_2025-11-19T21:32:24,Mohamed Ould Khattar,author,male,,,,,
Danilo Grébénart_2025-11-19T21:32:24,Danilo Grébénart,author,male,,,,,
Aïcha Boroumi_2025-11-19T21:32:24,Aïcha Boroumi,author,female,,,,,
Miguel Lugones Botell_2025-11-19T21:38:12,Miguel Lugones Botell,author,male,,,,,
Tania Quintana Riverón_2025-11-19T21:38:20,Tania Quintana Riverón,author,female,,,,,
"Baleani, Barbara_2025-11-19T21:40:07","Baleani, Barbara",author,female,,,,,
"Rinaldi, Simona_2025-11-19T21:40:07","Rinaldi, Simona",author,female,,,,,
"Hayoun, Maurice-Ruben_2025-11-19T21:41:35","Hayoun, Maurice-Ruben",author,male,,,,,
"Santa Cruz Lindquist, Francisca_2025-11-19T21:41:35","Santa Cruz Lindquist, Francisca",author,female,,,,,
"Morrison, John_2025-11-19T21:49:09","Morrison, John",author,male,,,,,
"Smits, Hans_2025-11-19T21:49:09","Smits, Hans",author,male,,,,,
"Jakl, Rene_2025-11-19T21:49:09","Jakl, Rene",author,male,,,,,
"Nowak, Wlodzimierz_2025-11-19T21:49:09","Nowak, Wlodzimierz",author,male,,,,,
"Rossig, Ruediger_2025-11-19T21:49:09","Rossig, Ruediger",author,male,,,,,
"Taavitsainen, Jussi-Pekka_2025-11-19T21:21:14","Taavitsainen, Jussi-Pekka",author,male,,,,,
"Simola, Heikki_2025-11-19T21:49:49","Simola, Heikki",author,male,,,,,
"Grönlund, Elisabeth_2025-11-19T21:49:49","Grönlund, Elisabeth",author,female,,,,,
"Lacambre, D._2025-11-19T21:50:31","Lacambre, D.",author,unknown,,,,,
"KLIPPEL, WALTER E._2025-11-19T21:17:10","KLIPPEL, WALTER E.",author,male,,,,,
"SCHROEDL, GERALD F._2025-11-19T21:17:10","SCHROEDL, GERALD F.",author,male,,,,,
"Barry, Terry_2025-11-19T21:17:17","Barry, Terry",author,male,,,,,
"Kelly, Mary C._2025-11-19T21:17:17","Kelly, Mary C.",author,female,,,,,
"Bell, Jonathan_2025-11-19T21:17:17","Bell, Jonathan",author,male,,,,,
"McGurk, John_2025-11-19T21:17:17","McGurk, John",author,male,,,,,
"Barnard, Toby_2025-11-19T21:17:17","Barnard, Toby",author,male,,,,,
"Garnham, Neal_2025-11-19T21:17:17","Garnham, Neal",author,male,,,,,
"Gibson, Matthew_2025-11-19T21:17:17","Gibson, Matthew",author,male,,,,,
"Gahan, Daniel J._2025-11-19T21:17:17","Gahan, Daniel J.",author,male,,,,,
"McNally, Paddy_2025-11-19T21:17:17","McNally, Paddy",author,male,,,,,
"Murray, Russell_2025-11-19T21:17:17","Murray, Russell",author,male,,,,,
"Kinealy, Christine_2025-11-19T21:17:17","Kinealy, Christine",author,female,,,,,
"Molloy, Frank_2025-11-19T21:17:17","Molloy, Frank",author,male,,,,,
"Hart, Peter_2025-11-19T21:17:17","Hart, Peter",author,male,,,,,
"Fitzpatrick, David_2025-11-19T21:17:17","Fitzpatrick, David",author,male,,,,,
"Storey, David_2025-11-19T21:17:17","Storey, David",author,male,,,,,
"Purdie, Bob_2025-11-19T21:17:17","Purdie, Bob",author,male,,,,,
"Shaw, John_2025-11-19T21:17:17","Shaw, John",author,male,,,,,
"Orser, Charles E._2025-11-19T21:17:17","Orser, Charles E.",author,male,,,,,
"Hannan, Robbie_2025-11-19T21:17:17","Hannan, Robbie",author,male,,,,,
"Curtin, Nancy J._2025-11-19T21:17:17","Curtin, Nancy J.",author,female,,,,,
"Connolly, Claire_2025-11-19T21:17:17","Connolly, Claire",author,female,,,,,
"Steel, Jayne_2025-11-19T21:17:17","Steel, Jayne",author,female,,,,,
"Moore‐Gilbert, Bart_2025-11-19T21:17:17","Moore‐Gilbert, Bart",author,male,,,,,
"O'Loughlin, Thomas_2025-11-19T21:17:17","O'Loughlin, Thomas",author,male,,,,,
"Lanters, Josfi_2025-11-19T21:17:17","Lanters, Josfi",author,unknown,,,,,
"Ferris, Sarah_2025-11-19T21:17:17","Ferris, Sarah",author,female,,,,,
"Hadfield, Andrew_2025-11-19T21:17:17","Hadfield, Andrew",author,male,,,,,
"Hadley, Tessa_2025-11-19T21:17:17","Hadley, Tessa",author,female,,,,,
"Richards, Shaun_2025-11-19T21:17:17","Richards, Shaun",author,male,,,,,
"Ward, Margaret_2025-11-19T21:17:17","Ward, Margaret",author,female,,,,,
"Taylor, Tim_2025-11-19T21:17:17","Taylor, Tim",author,male,,,,,
"Beja, Morris_2025-11-19T21:17:17","Beja, Morris",author,male,,,,,
"Maley, Willy_2025-11-19T21:17:17","Maley, Willy",author,male,,,,,
"Bryden, Mary_2025-11-19T21:17:17","Bryden, Mary",author,female,,,,,
"Campbell, Matthew_2025-11-19T21:17:17","Campbell, Matthew",author,male,,,,,
"Smith, Stan_2025-11-19T21:17:17","Smith, Stan",author,male,,,,,
"Doan, James E._2025-11-19T21:17:17","Doan, James E.",author,male,,,,,
"Regan, Stephen_2025-11-19T21:17:17","Regan, Stephen",author,male,,,,,
"Harrington, John_2025-11-19T21:17:17","Harrington, John",author,male,,,,,
"Mahony, Christina                       Hunt_2025-11-19T21:17:17","Mahony, Christina                       Hunt",author,female,,,,,
"Quinn, Justin_2025-11-19T21:17:17","Quinn, Justin",author,male,,,,,
"Day, Helen_2025-11-19T21:17:17","Day, Helen",author,female,,,,,
"Ballesteros‐González, Antonio_2025-11-19T21:17:17","Ballesteros‐González, Antonio",author,male,,,,,
"Harper, Catherine_2025-11-19T21:17:17","Harper, Catherine",author,female,,,,,
"Neve, Brian_2025-11-19T21:17:17","Neve, Brian",author,male,,,,,
"Rogan, Eugene_2025-11-19T21:17:17","Rogan, Eugene",author,male,,,,,
"Murphey, Rhoads_2025-11-19T21:17:17","Murphey, Rhoads",author,male,,,,,
"Masalha, Nur_2025-11-19T21:17:17","Masalha, Nur",author,male,,,,,
"Durac, Vincent_2025-11-19T21:17:17","Durac, Vincent",author,male,,,,,
"Hinnebusch, Raymond_2025-11-19T21:17:17","Hinnebusch, Raymond",author,male,,,,,
"Yenişehirlioğu, Filiz_2025-11-19T21:17:18","Yenişehirlioğu, Filiz",author,female,,,,,
"Petry, Carl F._2025-11-19T21:17:18","Petry, Carl F.",author,male,,,,,
"Faroqhi, Suraiya_2025-11-19T21:20:36","Faroqhi, Suraiya",author,female,,,,,
"Imber, Colin_2025-11-19T21:17:18","Imber, Colin",author,male,,,,,
"Watson, Janet C.E._2025-11-19T21:17:18","Watson, Janet C.E.",author,female,,,,,
"Wilson, Rodney_2025-11-19T21:17:18","Wilson, Rodney",author,male,,,,,
"Buaben, Jabal M._2025-11-19T21:17:18","Buaben, Jabal M.",author,male,,,,,
"Chatty, Dawn_2025-11-19T21:17:18","Chatty, Dawn",author,female,,,,,
"Vikør, Knut S._2025-11-19T21:17:18","Vikør, Knut S.",author,male,,,,,
"Scarce, Jennifer M._2025-11-19T21:17:18","Scarce, Jennifer M.",author,female,,,,,
"Ulmschneider, Katharina_2025-11-19T21:17:23","Ulmschneider, Katharina",author,female,,,,,
"Ansari, Sarah_2025-11-19T21:17:28","Ansari, Sarah",author,female,,,,,
"Birley, A.R._2025-11-19T21:30:03","Birley, A.R.",author,male,,,,,
"Treadgold, Warren_2025-11-19T21:17:25","Treadgold, Warren",author,male,,,,,
"Hattendorf, John B._2025-11-19T21:17:23","Hattendorf, John B.",author,male,,,,,
"Jackson, Peter_2025-11-19T21:17:28","Jackson, Peter",author,male,,,,,
"Munro, John H._2025-11-19T21:17:22","Munro, John H.",author,male,,,,,
"Cowdrey, H. E. J._2025-11-19T21:17:28","Cowdrey, H. E. J.",author,male,,,,,
"Mayhew, Nicholas_2025-11-19T21:17:28","Mayhew, Nicholas",author,male,,,,,
"Knoll, Paul W._2025-11-19T21:17:28","Knoll, Paul W.",author,male,,,,,
"Juricek, John T._2025-11-19T21:17:28","Juricek, John T.",author,male,,,,,
"van Zanden, Jan Luiten_2025-11-19T21:17:28","van Zanden, Jan Luiten",author,male,,,,,
"Baugh, Daniel A._2025-11-19T21:17:20","Baugh, Daniel A.",author,male,,,,,
"Hudson, Hugh D._2025-11-19T21:17:28","Hudson, Hugh D.",author,male,,,,,
"Kumar, Ann_2025-11-19T21:17:28","Kumar, Ann",author,female,,,,,
"Snow, Dean R._2025-11-19T21:17:28","Snow, Dean R.",author,male,,,,,
"Chapman, S. D._2025-11-19T21:17:28","Chapman, S. D.",author,unknown,,,,,
"Greene, Jack P._2025-11-19T21:17:25","Greene, Jack P.",author,male,,,,,
"Menard, Russell R._2025-11-19T21:17:28","Menard, Russell R.",author,male,,,,,
"Goldfrank, David M._2025-11-19T21:17:28","Goldfrank, David M.",author,male,,,,,
"Finkel, Caroline_2025-11-19T21:17:28","Finkel, Caroline",author,female,,,,,
"Black, Jeremy_2025-11-19T21:17:23","Black, Jeremy",author,male,,,,,
"Williams, Glyndwr_2025-11-19T21:17:20","Williams, Glyndwr",author,male,,,,,
"Kathirithamby-Wells, J._2025-11-19T21:17:28","Kathirithamby-Wells, J.",author,female,,,,,
"Spence, Peter_2025-11-19T21:17:28","Spence, Peter",author,male,,,,,
"Clarke, John_2025-11-19T21:17:22","Clarke, John",author,male,,,,,
"Rowe, Michael_2025-11-19T21:17:28","Rowe, Michael",author,male,,,,,
"Connelly, Owen_2025-11-19T21:17:28","Connelly, Owen",author,male,,,,,
"Sked, Alan_2025-11-19T21:17:28","Sked, Alan",author,male,,,,,
"Fairbairn, Brett_2025-11-19T21:17:28","Fairbairn, Brett",author,male,,,,,
"Gerolymatos, Andre_2025-11-19T21:17:28","Gerolymatos, Andre",author,male,,,,,
"Hammerton, A. James_2025-11-19T21:17:28","Hammerton, A. James",author,male,,,,,
"Burnett, D. Graham_2025-11-19T21:17:28","Burnett, D. Graham",author,male,,,,,
"Marsh, Peter T._2025-11-19T21:17:28","Marsh, Peter T.",author,male,,,,,
"Duff, John B._2025-11-19T21:17:28","Duff, John B.",author,male,,,,,
"O'Day, Alan_2025-11-19T21:17:28","O'Day, Alan",author,male,,,,,
"Sack, James J._2025-11-19T21:17:28","Sack, James J.",author,male,,,,,
"Hamilton, C. I._2025-11-19T21:17:28","Hamilton, C. I.",author,unknown,,,,,
"Kennedy, Dane_2025-11-19T21:17:28","Kennedy, Dane",author,male,,,,,
"Boyd, Carl_2025-11-19T21:17:28","Boyd, Carl",author,male,,,,,
"Jensen, Geoffrey_2025-11-19T21:17:28","Jensen, Geoffrey",author,male,,,,,
"Salmon, Patrick_2025-11-19T21:17:28","Salmon, Patrick",author,male,,,,,
"Matsusaka, Yoshihisa Tak_2025-11-19T21:17:28","Matsusaka, Yoshihisa Tak",author,male,,,,,
"Fair, John D._2025-11-19T21:17:28","Fair, John D.",author,male,,,,,
"Goda, Norman J. W._2025-11-19T21:17:20","Goda, Norman J. W.",author,male,,,,,
"Landy, Marcia_2025-11-19T21:17:28","Landy, Marcia",author,female,,,,,
"Kent, Peter C._2025-11-19T21:17:20","Kent, Peter C.",author,male,,,,,
"Smith, David_2025-11-19T21:17:28","Smith, David",author,male,,,,,
"Feingold, Henry L._2025-11-19T21:17:28","Feingold, Henry L.",author,male,,,,,
"Barnouw, N. David J._2025-11-19T21:17:28","Barnouw, N. David J.",author,male,,,,,
"Adamthwaite, Anthony_2025-11-19T21:17:20","Adamthwaite, Anthony",author,male,,,,,
"Perdue, Peter C._2025-11-19T21:17:22","Perdue, Peter C.",author,male,,,,,
"Burstein, Stanley_2025-11-19T21:17:33","Burstein, Stanley",author,male,,,,,
"McCoy, W. J._2025-11-19T21:17:33","McCoy, W. J.",author,unknown,,,,,
"Braund, David_2025-11-19T21:17:33","Braund, David",author,male,,,,,
"Haldon, John_2025-11-19T21:17:33","Haldon, John",author,male,,,,,
"Casey, P. J._2025-11-19T21:17:33","Casey, P. J.",author,unknown,,,,,
"Morillo, Stephen_2025-11-19T21:17:33","Morillo, Stephen",author,male,,,,,
"Innes, Matthew_2025-11-19T21:17:33","Innes, Matthew",author,male,,,,,
"Morgan, Kenneth O._2025-11-19T21:22:23","Morgan, Kenneth O.",author,male,,,,,
"Scammell, G. V._2025-11-19T21:17:33","Scammell, G. V.",author,male,,,,,
"Parker, Geoffrey_2025-11-19T21:17:33","Parker, Geoffrey",author,male,,,,,
"Lockhart, Paul Douglas_2025-11-19T21:17:25","Lockhart, Paul Douglas",author,male,,,,,
"MacGaffey, Wyatt_2025-11-19T21:17:33","MacGaffey, Wyatt",author,male,,,,,
"Burnard, Trevor_2025-11-19T21:17:33","Burnard, Trevor",author,male,,,,,
"Samson, Jane_2025-11-19T21:17:33","Samson, Jane",author,female,,,,,
"Lynn, John A._2025-11-19T21:17:33","Lynn, John A.",author,male,,,,,
"Levy, Avigdor_2025-11-19T21:17:33","Levy, Avigdor",author,male,,,,,
"Smith, F. B._2025-11-19T21:17:33","Smith, F. B.",author,unknown,,,,,
"Severn, John K._2025-11-19T21:17:33","Severn, John K.",author,male,,,,,
"McLaren, Martha_2025-11-19T21:17:33","McLaren, Martha",author,female,,,,,
"Israel, Milton_2025-11-19T21:17:33","Israel, Milton",author,male,,,,,
"Youngs, Tim_2025-11-19T21:17:33","Youngs, Tim",author,male,,,,,
"Beeler, John_2025-11-19T21:17:33","Beeler, John",author,male,,,,,
"Kennedy, Paul_2025-11-19T21:17:33","Kennedy, Paul",author,male,,,,,
"MacKenzie, David_2025-11-19T21:17:33","MacKenzie, David",author,male,,,,,
"Owen, Roger_2025-11-19T21:17:33","Owen, Roger",author,male,,,,,
"Malmborg, Mikael af_2025-11-19T21:17:33","Malmborg, Mikael af",author,male,,,,,
"Barany, George_2025-11-19T21:17:33","Barany, George",author,male,,,,,
"Sumida, Jon Tetsuro_2025-11-19T21:17:33","Sumida, Jon Tetsuro",author,male,,,,,
"Nish, Ian_2025-11-19T21:17:29","Nish, Ian",author,male,,,,,
"Schenk, Catherine R._2025-11-19T21:17:23","Schenk, Catherine R.",author,female,,,,,
"Stueck, William_2025-11-19T21:17:33","Stueck, William",author,male,,,,,
"Keiger, J. F. V._2025-11-19T21:17:33","Keiger, J. F. V.",author,male,,,,,
"Kitchen, Martin_2025-11-19T21:17:33","Kitchen, Martin",author,male,,,,,
"Fromkin, David_2025-11-19T21:17:33","Fromkin, David",author,male,,,,,
"Herwig, Holger H._2025-11-19T21:17:20","Herwig, Holger H.",author,male,,,,,
"Halpern, Paul G._2025-11-19T21:17:33","Halpern, Paul G.",author,male,,,,,
"Garnett, Sherman W._2025-11-19T21:17:33","Garnett, Sherman W.",author,male,,,,,
"Saul, Norman E._2025-11-19T21:17:33","Saul, Norman E.",author,male,,,,,
"Graves, Pamela M._2025-11-19T21:17:33","Graves, Pamela M.",author,female,,,,,
"Smith, Robert Freeman_2025-11-19T21:17:33","Smith, Robert Freeman",author,male,,,,,
"Marks, Sally_2025-11-19T21:17:33","Marks, Sally",author,female,,,,,
"Gardner, Lloyd C._2025-11-19T21:17:33","Gardner, Lloyd C.",author,male,,,,,
"Millett, Allan R._2025-11-19T21:17:33","Millett, Allan R.",author,male,,,,,
"Kofas, Jon V._2025-11-19T21:17:33","Kofas, Jon V.",author,male,,,,,
"Carver, Michael_2025-11-19T21:17:33","Carver, Michael",author,male,,,,,
"Eckes, Alfred E._2025-11-19T21:17:22","Eckes, Alfred E.",author,male,,,,,
"Stone, Glyn A._2025-11-19T21:17:33","Stone, Glyn A.",author,male,,,,,
"Lamb, Margaret_2025-11-19T21:17:20","Lamb, Margaret",author,female,,,,,
"Saul, Samir_2025-11-19T21:17:33","Saul, Samir",author,male,,,,,
"Bayliss‐Smith, Tim_2025-11-19T21:17:33","Bayliss‐Smith, Tim",author,male,,,,,
"Mulk, Inga‐Maria_2025-11-19T21:17:33","Mulk, Inga‐Maria",author,female,,,,,
"Wehling, Bernhard_2025-11-19T21:20:50","Wehling, Bernhard",author,male,,,,,
"Vandenabeele, Peter_2025-11-19T21:20:50","Vandenabeele, Peter",author,male,,,,,
"Moens, Luc_2025-11-19T21:20:50","Moens, Luc",author,male,,,,,
"Klockenkämper, Reinhold_2025-11-19T21:20:50","Klockenkämper, Reinhold",author,male,,,,,
"von Bohlen, Alex_2025-11-19T21:20:50","von Bohlen, Alex",author,male,,,,,
"Van Hooydonk, Guido_2025-11-19T21:20:50","Van Hooydonk, Guido",author,male,,,,,
"de Reu, Martine_2025-11-19T21:20:50","de Reu, Martine",author,female,,,,,
"García Cuerpo, E_2025-11-19T21:21:42","García Cuerpo, E",author,unknown,,,,,
"Fatovic-Ferencic, S_2025-11-19T21:21:42","Fatovic-Ferencic, S",author,unknown,,,,,
"Sánchez Encinas, M_2025-11-19T21:21:42","Sánchez Encinas, M",author,unknown,,,,,
"Sanz Miguelañez, J L_2025-11-19T21:21:42","Sanz Miguelañez, J L",author,unknown,,,,,
"Dürrigl, M A_2025-11-19T21:21:42","Dürrigl, M A",author,female,,,,,
"Sánchez Tellez, C_2025-11-19T21:21:42","Sánchez Tellez, C",author,unknown,,,,,
"Lovaco Castellano, F_2025-11-19T21:21:42","Lovaco Castellano, F",author,unknown,,,,,
"MacHugh, D. E._2025-11-19T21:23:45",David MacHugh,author,male,,,,,
"Troy, C S_2025-11-19T21:21:48","Troy, C S",author,unknown,,,,,
"McCormick, Finbar_2025-11-19T21:25:19","McCormick, Finbar",author,male,,,,,
"Olsaker, I._2025-11-19T21:23:45","Olsaker, I.",author,unknown,,,,,
"Eythórsdóttir, E_2025-11-19T21:21:48","Eythórsdóttir, E",author,unknown,,,,,
"Bradley, Daniel G._2025-11-19T21:16:49","Bradley, Daniel G.",author,male,,,,,
"Ambrisco, Alan Scott_2025-11-19T21:21:52","Ambrisco, Alan Scott",author,male,,,,,
"Lascaratos, J_2025-11-19T21:21:57","Lascaratos, J",author,unknown,,,,,
"Poulakou-Rebelakou, E_2025-11-19T21:21:57","Poulakou-Rebelakou, E",author,unknown,,,,,
"Marketos, S_2025-11-19T21:21:57","Marketos, S",author,unknown,,,,,
"Codreanu-Windauer, Silvia_2025-11-19T21:22:06","Codreanu-Windauer, Silvia",author,male,,,,,
"Ugiomoh, Frank A. O._2025-11-19T21:23:32","Ugiomoh, Frank A. O.",author,male,,,,,
"Okonny, I. P._2025-11-19T21:23:32","Okonny, I. P.",author,unknown,,,,,
"Šturm, Sašo._2025-11-19T21:23:47",Saso Sturm,author,male,,,,,
"Mirtič, Breda_2025-11-19T21:23:47","Mirtič, Breda",author,female,,,,,
"Leben-Seljak, Petra_2025-11-19T21:22:10","Leben-Seljak, Petra",author,female,,,,,
"Štefančič, Marija_2025-11-19T21:23:47","Štefančič, Marija",author,female,,,,,
"Słupecki, Leszek Paweł._2025-11-19T21:23:50","Słupecki, Leszek Paweł.",author,male,,,,,
"Zaroff, Roman_2025-11-19T21:23:50","Zaroff, Roman",author,male,,,,,
"Šijanec-Zavrl, Marjana_2025-11-19T21:23:56","Šijanec-Zavrl, Marjana",author,female,,,,,
"Malovrh, Matjaž._2025-11-19T21:23:56","Malovrh, Matjaž.",author,male,,,,,
"Žarnić, Roko_2025-11-19T21:23:56","Žarnić, Roko",author,male,,,,,
"Jordan, Sabina_2025-11-19T21:23:56","Jordan, Sabina",author,female,,,,,
"Brännvall, Maja-Lena_2025-11-19T21:24:09","Brännvall, Maja-Lena",author,female,,,,,
"Bindler, Richard_2025-11-19T21:23:56","Bindler, Richard",author,male,,,,,
"Renberg, Ingemar_2025-11-19T21:23:56","Renberg, Ingemar",author,male,,,,,
"Emteryd, Ove_2025-11-19T21:24:09","Emteryd, Ove",author,male,,,,,
"Bartnicki, Jerzy_2025-11-19T21:24:09","Bartnicki, Jerzy",author,male,,,,,
"Billström, Kjell_2025-11-19T21:24:09","Billström, Kjell",author,male,,,,,
"Barrett, James H._2025-11-19T21:24:34","Barrett, James H.",author,male,,,,,
"Nicholson, Rebecca A._2025-11-19T21:24:34","Nicholson, Rebecca A.",author,female,,,,,
"Cerón-Carrasco, Ruby_2025-11-19T21:24:34","Cerón-Carrasco, Ruby",author,male,,,,,
"Gebhardt, Anne_2025-11-19T21:25:08","Gebhardt, Anne",author,female,,,,,
"Langohr, Roger_2025-11-19T21:25:08","Langohr, Roger",author,male,,,,,
"Marmet, E._2025-11-19T21:25:11","Marmet, E.",author,unknown,,,,,
"Bina, M._2025-11-19T21:25:11","Bina, M.",author,unknown,,,,,
"Fedoroff, N._2025-11-19T21:25:11","Fedoroff, N.",author,male,,,,,
"Tabbagh, A._2025-11-19T21:25:11","Tabbagh, A.",author,male,,,,,
"Sestak, J._2025-11-19T21:26:18","Sestak, J.",author,male,,,,,
"Hlavacek, B._2025-11-19T21:26:18","Hlavacek, B.",author,unknown,,,,,
"Koga, N._2025-11-19T21:26:18","Koga, N.",author,unknown,,,,,
"Roup, A.V._2025-11-19T21:26:18",A. V. Roup,author,unknown,,,,,
"Bernstein, D.S._2025-11-19T21:26:18","Bernstein, D.S.",author,unknown,,,,,
"Peters, Edward_2025-11-19T21:17:26","Peters, Edward",author,male,,,,,
"Cifuentes Comamala, Lluís._2025-11-19T21:25:26","Cifuentes Comamala, Lluís.",author,male,,,,,
"Borgognoni, Teodorico_2025-11-19T21:26:28","Borgognoni, Teodorico",author,male,,,,,
Arnaldo de Vilanova_2025-11-19T21:26:28,Arnaldo de Vilanova,author,male,,,,,
"Corretger, Guillem_2025-11-19T21:26:28","Corretger, Guillem",author,male,,,,,
"Sarriera, Berenguer_2025-11-19T21:26:28","Sarriera, Berenguer",author,male,,,,,
"Wogan-Browne, Jocelyn_2025-11-19T21:16:59","Wogan-Browne, Jocelyn",author,female,,,,,
"Henneau, Marie-Élisabeth_2025-11-19T21:27:28","Henneau, Marie-Élisabeth",author,female,,,,,
"Manzi, Giorgio_2025-11-19T21:17:55","Manzi, Giorgio",author,male,,,,,
"Salvadei, Loretana_2025-11-19T21:25:06","Salvadei, Loretana",author,female,,,,,
"Vienna, Alessandro_2025-11-19T21:25:06","Vienna, Alessandro",author,male,,,,,
"Passarello, Pietro_2025-11-19T21:25:06","Passarello, Pietro",author,male,,,,,
"McCabe, Ina Baghdiantz_2025-11-19T21:28:55","McCabe, Ina Baghdiantz",author,female,,,,,
"Poonawala, Ismail_2025-11-19T21:28:55","Poonawala, Ismail",author,male,,,,,
"Kalinock, Sabine_2025-11-19T21:28:55","Kalinock, Sabine",author,female,,,,,
"Haar, Johan G. J. ter_2025-11-19T21:28:55","Haar, Johan G. J. ter",author,male,,,,,
"Graf, David_2025-11-19T21:28:55","Graf, David",author,male,,,,,
"Waghmar, Burzine_2025-11-19T21:28:55","Waghmar, Burzine",author,male,,,,,
"Shahbazi, A. Sh_2025-11-19T21:28:55","Shahbazi, A. Sh",author,unknown,,,,,
"Morony, Michael_2025-11-19T21:28:55","Morony, Michael",author,male,,,,,
"Masuya, Tomoko_2025-11-19T21:28:55","Masuya, Tomoko",author,female,,,,,
"Ettehadieh, Mansoureh_2025-11-19T21:28:55","Ettehadieh, Mansoureh",author,female,,,,,
"Mahdavi, Shireen_2025-11-19T21:28:55","Mahdavi, Shireen",author,female,,,,,
"Ringer, Monica_2025-11-19T21:28:55","Ringer, Monica",author,female,,,,,
"Pancaroğlu, Oya_2025-11-19T21:28:55","Pancaroğlu, Oya",author,unknown,,,,,
"de Lourdes Crispim, Maria_2025-11-19T21:29:44","de Lourdes Crispim, Maria",author,female,,,,,
"Xavier, Maria Francisca_2025-11-19T21:20:16","Xavier, Maria Francisca",author,female,,,,,
"Odiot, Thierry_2025-11-19T21:19:34","Odiot, Thierry",author,male,,,,,
Cécile Jung_2025-11-19T21:29:51,Cécile Jung,author,female,,,,,
Patrizia Veltri_2025-11-19T21:29:53,Patrizia Veltri,author,female,,,,,
Villedieu Françoise_2025-11-19T21:29:53,Villedieu Françoise,author,female,,,,,
"Smyth, Alfred P._2025-11-19T21:20:35","Smyth, Alfred P.",author,male,,,,,
"Smith, Brendan_2025-11-19T21:28:25","Smith, Brendan",author,male,,,,,
"Abulafia, David_2025-11-19T21:17:20","Abulafia, David",author,male,,,,,
"Herbert, Máire_2025-11-19T21:21:14","Herbert, Máire",author,male,,,,,
"Bagge, Sverre_2025-11-19T21:17:28","Bagge, Sverre",author,male,,,,,
"Kaplan, Gregory B._2025-11-19T21:30:50","Kaplan, Gregory B.",author,male,,,,,
"Macpherson, Ian_2025-11-19T21:30:50","Macpherson, Ian",author,male,,,,,
"Penny, Ralph_2025-11-19T21:30:50","Penny, Ralph",author,male,,,,,
"Lewis, Huw Aled_2025-11-19T21:30:55","Lewis, Huw Aled",author,male,,,,,
"Barton, Simon_2025-11-19T21:17:31","Barton, Simon",author,male,,,,,
"Funes, Leonardo_2025-11-19T21:30:56","Funes, Leonardo",author,male,,,,,
"Cortes, Marta Haro_2025-11-19T21:30:56","Cortes, Marta Haro",author,male,,,,,
"Jones-Bamman, Richard_2025-11-19T21:30:58","Jones-Bamman, Richard",author,male,,,,,
"Firestone, Reuven_2025-11-19T21:30:58","Firestone, Reuven",author,male,,,,,
"Verger, Jacques_2025-11-19T21:18:57","Verger, Jacques",author,male,,,,,
"Mornet, Elisabeth_2025-11-19T21:18:55","Mornet, Elisabeth",author,female,,,,,
Françoise Vallet_2025-11-19T21:31:34,Françoise Vallet,author,female,,,,,
Joël Blondiaux_2025-11-19T21:31:34,Joël Blondiaux,author,male,,,,,
Claudie Decormeille-Patin_2025-11-19T21:31:34,Claudie Decormeille-Patin,author,female,,,,,
Claude Constantin_2025-11-19T21:31:34,Claude Constantin,author,male,,,,,
Pierre Allard_2025-11-19T21:31:34,Pierre Allard,author,male,,,,,
André-Valentin Munaut_2025-11-19T21:31:34,André-Valentin Munaut,author,male,,,,,
Ann Defgnée_2025-11-19T21:31:34,Ann Defgnée,author,female,,,,,
Jean-Claude Durand_2025-11-19T21:31:34,Jean-Claude Durand,author,male,,,,,
Françoise Bostyn_2025-11-19T21:31:34,Françoise Bostyn,author,female,,,,,
Sylvie Cocquerelle_2025-11-19T21:31:34,Sylvie Cocquerelle,author,female,,,,,
"Simons, Walter P._2025-11-19T21:35:35","Simons, Walter P.",author,male,,,,,
"Edwards, Camilla_2025-11-19T21:35:40","Edwards, Camilla",author,female,,,,,
